employee_id,name,age,city,department,education,experience_years,salary,performance_score,projects_completed,hours_per_week,last_review_notes
1479,Omar,,Karachi,Backend,PhD,8.0,124146.0,53.78,2.0,36.0,training neural pipeline training system data analysis system analysis feature
1480,Zara,28.0,,Data,Bachelors,1.0,87997.0,91.38,,52.0,prediction neural system feature prediction analysis analysis prediction system system
1481,Fatima,31.0,Peshawar,AI,PhD,8.0,47170.0,71.38,2.0,45.0,data system feature prediction training prediction analysis analysis
1482,Usman,42.0,,Backend,Bachelors,10.0,111743.0,79.8,10.0,39.0,model neural learning data training data data
1483,Omar,39.0,Islamabad,Backend,Bachelors,3.0,75187.0,54.48,11.0,48.0,model system prediction feature feature feature learning training pipeline
1484,Ayesha,,,Data,,5.0,172965.0,66.87,3.0,57.0,analysis system feature analysis model model
1485,Ahmed,29.0,Quetta,Backend,Bachelors,5.0,78090.0,54.49,15.0,46.0,system training neural training training data pipeline pipeline model feature
1486,Ali,37.0,Lahore,Data,,5.0,99412.0,98.08,19.0,57.0,model analysis system analysis system pipeline learning pipeline prediction prediction feature
1487,Ahmed,32.0,Islamabad,ML,Masters,1.0,96030.0,90.36,17.0,48.0,data data system learning model analysis
1488,Zara,34.0,Lahore,Frontend,Bachelors,6.0,,72.98,,34.0,analysis data system neural pipeline
1489,Sara,,Peshawar,ML,,12.0,,61.18,5.0,52.0,
1490,Ali,36.0,Lahore,Data,,,169626.0,96.67,14.0,,
1491,Bilal,42.0,Peshawar,Data,Masters,,44042.0,67.23,,42.0,system pipeline feature learning system training training pipeline neural prediction
1492,Ayesha,42.0,Karachi,ML,PhD,13.0,77201.0,58.05,2.0,,
1493,Bilal,40.0,Karachi,AI,Masters,0.0,54016.0,78.16,4.0,40.0,model pipeline learning neural model data analysis data analysis
1494,Usman,21.0,,AI,,1.0,,97.19,16.0,40.0,analysis pipeline prediction pipeline pipeline system prediction analysis data
1495,Ali,30.0,Islamabad,AI,PhD,6.0,,50.19,13.0,,data feature pipeline model pipeline
1496,Bilal,28.0,Quetta,Data,Bachelors,0.0,158171.0,61.91,8.0,44.0,
1497,Bilal,38.0,,Backend,,14.0,101720.0,96.92,2.0,46.0,model training pipeline data system prediction
1498,Omar,21.0,Quetta,Data,Bachelors,0.0,145514.0,58.55,12.0,,prediction neural analysis model learning prediction
1499,Ahmed,22.0,Lahore,Backend,,0.0,173058.0,55.66,2.0,47.0,model prediction system neural feature
1500,Omar,21.0,Peshawar,ML,PhD,7.0,,,10.0,57.0,system system pipeline data prediction
1501,Ali,21.0,Karachi,Frontend,PhD,3.0,167101.0,93.09,1.0,,
1502,Ali,29.0,Islamabad,Backend,PhD,3.0,134699.0,73.86,14.0,33.0,pipeline model system prediction pipeline pipeline data data learning prediction prediction
1503,Zara,33.0,Peshawar,AI,Masters,12.0,139273.0,99.73,12.0,,neural learning pipeline analysis pipeline data learning pipeline training prediction
1504,Omar,21.0,Peshawar,Data,PhD,,103745.0,83.96,18.0,51.0,prediction prediction learning prediction prediction system analysis prediction learning system training
1505,Hina,,,ML,Bachelors,10.0,172283.0,,15.0,52.0,feature training neural neural neural
1506,Ahmed,40.0,Islamabad,AI,Masters,10.0,171301.0,99.64,,34.0,learning learning learning model prediction pipeline pipeline pipeline analysis
1507,Ali,42.0,Karachi,ML,Bachelors,10.0,,70.39,6.0,36.0,pipeline system pipeline neural analysis pipeline feature system
1508,Zara,27.0,Peshawar,Frontend,Bachelors,0.0,,64.37,12.0,31.0,neural learning learning model feature model data neural feature prediction feature
1509,Omar,22.0,Peshawar,Data,PhD,11.0,71819.0,77.89,,30.0,learning prediction neural pipeline pipeline training
1510,Ahmed,26.0,Lahore,Data,PhD,9.0,87779.0,,,41.0,neural feature pipeline training feature system prediction analysis
1511,Omar,27.0,,Frontend,Bachelors,8.0,,54.32,9.0,39.0,analysis neural training model prediction
1512,Bilal,34.0,Karachi,Data,Bachelors,6.0,105584.0,,8.0,,prediction model system feature prediction learning neural training feature data learning
1513,Zara,38.0,Islamabad,Backend,Masters,3.0,98032.0,72.48,6.0,,pipeline model analysis learning training neural feature learning feature
1514,Ahmed,35.0,Peshawar,ML,,11.0,155074.0,91.84,14.0,41.0,system system model neural training training training
1515,Fatima,22.0,Peshawar,AI,Masters,5.0,139273.0,78.62,7.0,31.0,data pipeline prediction feature feature learning
1516,Usman,30.0,Karachi,Frontend,Masters,13.0,68036.0,99.96,,56.0,feature pipeline model feature feature prediction
1517,Usman,43.0,Quetta,Backend,Masters,1.0,111356.0,64.34,10.0,57.0,system system feature prediction analysis pipeline learning
1518,Ahmed,32.0,Peshawar,AI,Bachelors,6.0,43052.0,64.02,4.0,39.0,
1519,Omar,37.0,Karachi,AI,,1.0,84377.0,57.99,1.0,,training prediction model feature model neural
1520,Zara,28.0,Lahore,Frontend,Masters,9.0,107819.0,58.2,,46.0,analysis model training data analysis neural neural model pipeline data analysis pipeline
1521,Usman,31.0,Quetta,Backend,Bachelors,7.0,153689.0,64.26,15.0,,model learning pipeline model training pipeline training data
1522,Zara,,Islamabad,AI,PhD,,70461.0,,12.0,32.0,model neural learning pipeline pipeline pipeline
1523,Usman,26.0,Peshawar,AI,PhD,0.0,60750.0,,7.0,36.0,prediction feature system model feature system training
1524,Bilal,29.0,Karachi,Backend,Masters,12.0,49472.0,98.75,8.0,41.0,feature training model neural learning training
1525,Omar,,Lahore,Data,Bachelors,7.0,109263.0,,,37.0,analysis analysis pipeline pipeline learning feature pipeline prediction neural pipeline
1526,Bilal,29.0,Islamabad,AI,,1.0,152036.0,94.06,10.0,49.0,neural training data analysis pipeline prediction pipeline neural feature
1527,Usman,27.0,Karachi,ML,,5.0,65523.0,,,41.0,neural learning pipeline feature prediction model model pipeline learning training feature prediction
1528,Fatima,29.0,Karachi,Backend,Masters,12.0,,55.64,9.0,32.0,
1529,Fatima,38.0,Islamabad,AI,Bachelors,0.0,106060.0,93.5,11.0,46.0,pipeline system feature pipeline model learning
1530,Bilal,32.0,Lahore,Frontend,Masters,4.0,,,5.0,57.0,training prediction neural neural model learning learning neural training training
1531,Fatima,28.0,Lahore,ML,PhD,,,58.24,,38.0,feature neural feature training data feature system analysis data pipeline feature training
1532,Usman,28.0,Quetta,AI,,6.0,100726.0,71.49,9.0,39.0,model learning training system system analysis learning pipeline learning learning
1533,Ahmed,38.0,Peshawar,ML,PhD,12.0,132906.0,64.36,17.0,51.0,
1534,Bilal,40.0,Islamabad,ML,PhD,9.0,56532.0,86.84,17.0,,learning system model data model analysis feature prediction learning
1535,Sara,35.0,Islamabad,Data,PhD,0.0,162689.0,72.67,,54.0,prediction feature analysis feature learning training training prediction pipeline learning
1536,Omar,,,ML,,14.0,83162.0,,8.0,30.0,neural feature analysis model prediction
1537,Fatima,,Lahore,Data,Masters,1.0,174821.0,,6.0,51.0,
1538,Fatima,40.0,Peshawar,Backend,PhD,,51353.0,,17.0,41.0,pipeline data data data analysis feature pipeline data learning
1539,Ali,36.0,Quetta,Data,PhD,5.0,152313.0,74.1,7.0,34.0,
1540,Hina,24.0,Karachi,Frontend,Bachelors,2.0,68477.0,75.16,10.0,42.0,prediction training analysis learning system training analysis
1541,Bilal,26.0,Karachi,AI,,13.0,126373.0,,,56.0,learning neural pipeline learning model
1542,Ayesha,42.0,Islamabad,Backend,,9.0,,86.46,8.0,44.0,
1543,Fatima,23.0,Peshawar,Backend,,1.0,,93.74,7.0,51.0,prediction feature neural learning training prediction
1544,Omar,29.0,,Frontend,Bachelors,9.0,166150.0,96.94,2.0,59.0,model system pipeline feature neural prediction learning training data system learning prediction
1545,Sara,30.0,Peshawar,Data,PhD,3.0,87636.0,90.25,16.0,40.0,feature training neural model neural system neural learning feature pipeline
1546,Fatima,,Peshawar,AI,Masters,,69685.0,92.53,1.0,,analysis neural feature learning analysis model system
1547,Sara,31.0,Lahore,Data,,6.0,,77.53,14.0,34.0,neural neural pipeline analysis prediction system system training analysis feature neural feature
1548,Usman,38.0,Islamabad,ML,Bachelors,7.0,128916.0,91.29,13.0,31.0,learning pipeline feature feature training learning analysis system
1549,Usman,42.0,Peshawar,Data,Masters,1.0,147967.0,65.18,17.0,41.0,training learning prediction model learning training
1550,Hina,32.0,Karachi,Backend,Masters,,,69.92,15.0,57.0,system pipeline model data learning analysis feature training feature pipeline neural
1551,Ahmed,43.0,Lahore,AI,Bachelors,6.0,89756.0,65.85,19.0,31.0,system analysis learning pipeline system analysis prediction system prediction
1552,Ayesha,32.0,Quetta,Data,Masters,7.0,,73.37,3.0,55.0,
1553,Ali,33.0,Islamabad,AI,Bachelors,5.0,101192.0,64.28,19.0,,feature training system training training
1554,Hina,33.0,Lahore,AI,Masters,5.0,88733.0,98.08,,50.0,neural analysis pipeline feature neural neural data learning
1555,Zara,39.0,Quetta,ML,Bachelors,9.0,65993.0,65.64,5.0,32.0,learning system prediction training learning prediction pipeline
1556,Ali,39.0,Quetta,ML,Masters,0.0,,54.9,10.0,39.0,model pipeline learning training pipeline prediction learning
1557,Bilal,43.0,Peshawar,Backend,PhD,3.0,147044.0,76.34,16.0,48.0,pipeline neural neural feature pipeline neural learning
1558,Omar,34.0,Peshawar,Frontend,PhD,,168406.0,52.85,2.0,37.0,analysis neural system learning pipeline analysis training data analysis neural analysis
1559,Zara,24.0,Peshawar,AI,PhD,0.0,109351.0,55.53,,36.0,model model neural system analysis prediction model feature analysis training
1560,Zara,33.0,Lahore,Frontend,Masters,,110309.0,60.97,,30.0,neural model training model neural feature prediction model pipeline
1561,Hina,28.0,,Backend,Masters,1.0,,73.22,15.0,41.0,pipeline prediction analysis model neural prediction analysis system system
1562,Ahmed,43.0,Islamabad,AI,PhD,10.0,116000.0,71.66,,58.0,data model prediction feature feature analysis model neural learning
1563,Hina,41.0,Peshawar,AI,PhD,12.0,61576.0,89.98,10.0,57.0,pipeline data feature model neural
1564,Bilal,43.0,Quetta,Frontend,,4.0,43320.0,86.97,17.0,34.0,analysis training data learning data training model
1565,Fatima,39.0,Karachi,Data,Bachelors,9.0,143002.0,71.32,14.0,45.0,
1566,Fatima,32.0,Islamabad,ML,Bachelors,13.0,66572.0,,4.0,54.0,neural feature training system model learning prediction learning
1567,Ahmed,38.0,,Data,PhD,8.0,57948.0,65.82,15.0,,feature neural system pipeline feature learning analysis training model data training model
1568,Bilal,26.0,Islamabad,Frontend,PhD,10.0,156528.0,88.7,15.0,46.0,system system feature feature analysis system feature neural learning training model prediction
1569,Ahmed,38.0,Islamabad,ML,,14.0,129051.0,52.6,16.0,53.0,system system analysis prediction model analysis system training pipeline pipeline data data
1570,Sara,39.0,,Data,Bachelors,11.0,,50.64,,50.0,data analysis neural pipeline data pipeline
1571,Fatima,42.0,Islamabad,ML,Masters,9.0,,89.78,2.0,31.0,analysis pipeline prediction system model model model neural
1572,Zara,25.0,Karachi,AI,,2.0,147561.0,73.86,19.0,41.0,pipeline system feature data model pipeline
1573,Ayesha,44.0,Peshawar,Data,Masters,7.0,52963.0,56.54,12.0,30.0,prediction pipeline training prediction pipeline
1574,Omar,29.0,,ML,Masters,2.0,89434.0,61.78,,59.0,
1575,Bilal,23.0,Islamabad,ML,Masters,5.0,106617.0,96.63,6.0,41.0,training pipeline data neural prediction pipeline prediction
1576,Ali,30.0,Islamabad,ML,Bachelors,3.0,157569.0,92.98,,41.0,feature pipeline pipeline feature data feature data model system
1577,Ahmed,39.0,Islamabad,Data,Masters,7.0,137352.0,85.49,8.0,41.0,data training learning model prediction
1578,Omar,23.0,,Backend,PhD,,119732.0,74.11,,,pipeline learning neural learning feature data pipeline prediction
1579,Ali,42.0,Lahore,Data,Bachelors,5.0,147648.0,76.02,14.0,54.0,learning model analysis data neural training learning pipeline prediction
1580,Omar,35.0,Lahore,Frontend,PhD,7.0,121494.0,98.76,,46.0,data feature prediction analysis analysis prediction neural neural training feature feature
1581,Ayesha,21.0,Karachi,Data,,0.0,117225.0,98.29,2.0,49.0,model prediction training neural analysis prediction system pipeline
1582,Ali,,Lahore,ML,Bachelors,5.0,122867.0,60.76,9.0,53.0,model prediction pipeline system training system training feature data data analysis
1583,Hina,32.0,,AI,PhD,0.0,118972.0,90.56,0.0,53.0,
1584,Usman,37.0,Islamabad,Data,PhD,,,59.86,18.0,55.0,
1585,Hina,41.0,Islamabad,Data,Bachelors,7.0,,,18.0,,system system feature neural data
1586,Fatima,44.0,Karachi,ML,PhD,14.0,164481.0,83.8,12.0,40.0,prediction training analysis feature data model feature neural model prediction pipeline data
1587,Usman,40.0,Islamabad,AI,,6.0,169529.0,70.25,11.0,42.0,model pipeline prediction training model pipeline training
1588,Hina,25.0,Lahore,AI,PhD,2.0,,96.58,0.0,,training learning neural feature data training
1589,Usman,24.0,Peshawar,Frontend,Masters,5.0,139108.0,54.45,18.0,37.0,
1590,Usman,32.0,Peshawar,Data,PhD,14.0,137382.0,,,39.0,system learning learning neural pipeline analysis neural
1591,Zara,40.0,,AI,Bachelors,8.0,49583.0,95.93,14.0,37.0,learning feature pipeline system learning
1592,Ahmed,44.0,Lahore,AI,Bachelors,6.0,90387.0,95.21,15.0,49.0,model model prediction feature analysis data pipeline feature neural learning learning data
1593,Ahmed,38.0,Islamabad,Backend,PhD,,63104.0,57.83,,37.0,neural prediction pipeline model learning neural prediction pipeline feature system model data
1594,Zara,37.0,,Backend,Bachelors,2.0,,68.33,5.0,38.0,prediction prediction pipeline training prediction analysis
1595,Omar,39.0,Lahore,AI,PhD,13.0,100624.0,80.96,10.0,36.0,feature pipeline data learning feature pipeline prediction neural learning pipeline model pipeline
1596,Sara,29.0,Peshawar,Frontend,,,144320.0,57.97,2.0,43.0,
1597,Omar,24.0,Islamabad,AI,Masters,12.0,,98.4,14.0,57.0,neural learning training feature analysis
1598,Ali,41.0,Peshawar,ML,PhD,5.0,125469.0,95.74,0.0,31.0,neural feature training data learning data data neural learning training
1599,Ali,22.0,Quetta,Data,Masters,10.0,117928.0,58.35,6.0,54.0,
1600,Usman,24.0,,Frontend,,3.0,44141.0,56.06,0.0,40.0,system neural learning system data system model analysis data learning neural
1601,Hina,22.0,Peshawar,ML,PhD,13.0,110871.0,54.27,,37.0,learning system training pipeline feature pipeline pipeline learning prediction training model
1602,Hina,35.0,Lahore,Frontend,,12.0,176149.0,95.47,8.0,42.0,training data neural neural model neural training data neural data prediction prediction
1603,Ahmed,22.0,Lahore,ML,PhD,2.0,86015.0,59.68,,50.0,neural model prediction feature analysis
1604,Bilal,,Lahore,Data,Masters,8.0,,70.81,10.0,44.0,analysis neural feature training neural data analysis model feature prediction learning
1605,Omar,,Peshawar,Data,PhD,9.0,45577.0,72.44,19.0,57.0,data prediction model pipeline learning neural analysis analysis prediction
1606,Fatima,27.0,Lahore,Backend,PhD,1.0,60002.0,79.95,5.0,32.0,feature training neural feature system neural pipeline training model training system model
1607,Ayesha,30.0,Islamabad,ML,Bachelors,0.0,,53.59,0.0,52.0,feature pipeline pipeline analysis data pipeline pipeline system prediction analysis prediction
1608,Hina,39.0,Quetta,Backend,,14.0,79451.0,61.34,6.0,43.0,training learning system pipeline system learning analysis model feature data
1609,Ayesha,39.0,Islamabad,ML,PhD,13.0,74831.0,96.57,11.0,59.0,data learning neural prediction analysis prediction data feature data system
1610,Usman,42.0,Lahore,Backend,Masters,1.0,136498.0,95.42,,44.0,analysis neural model system neural analysis training neural analysis
1611,Ayesha,32.0,Islamabad,Data,PhD,6.0,,89.06,18.0,31.0,neural system pipeline pipeline prediction training learning training model
1612,Fatima,23.0,Lahore,Frontend,Bachelors,9.0,135119.0,50.97,16.0,58.0,training data prediction learning data pipeline neural training analysis pipeline data
1613,Zara,33.0,Peshawar,Backend,Masters,0.0,,66.35,3.0,48.0,neural neural feature model learning model training
1614,Fatima,38.0,Islamabad,ML,Masters,5.0,120632.0,,2.0,41.0,neural system pipeline system analysis pipeline training neural system learning
1615,Ayesha,28.0,Peshawar,ML,Bachelors,13.0,76833.0,63.76,0.0,54.0,learning data neural prediction feature model system neural learning
1616,Fatima,41.0,Peshawar,Data,Masters,6.0,64398.0,95.48,17.0,49.0,feature data prediction training pipeline pipeline learning
1617,Sara,35.0,Karachi,ML,,8.0,101554.0,81.69,14.0,33.0,learning prediction analysis neural system data feature pipeline
1618,Usman,21.0,,AI,Masters,14.0,,53.6,7.0,32.0,learning neural prediction analysis learning model prediction feature prediction prediction
1619,Omar,23.0,Quetta,Frontend,Masters,13.0,104994.0,95.45,0.0,34.0,model feature prediction system feature neural data
1620,Zara,28.0,Lahore,Backend,Bachelors,7.0,103884.0,97.89,19.0,32.0,feature feature prediction system learning neural model
1621,Hina,,Quetta,Frontend,Bachelors,5.0,124361.0,53.89,13.0,54.0,system neural training neural model model
1622,Ali,36.0,Lahore,Data,Masters,2.0,57482.0,76.62,3.0,44.0,analysis data prediction data model analysis neural pipeline
1623,Omar,,Peshawar,Backend,,,,65.17,4.0,48.0,prediction system neural pipeline analysis model
1624,Ali,30.0,Islamabad,Backend,,6.0,114854.0,69.64,12.0,31.0,system feature neural system model system system neural analysis data
1625,Usman,32.0,Islamabad,AI,Bachelors,2.0,81256.0,58.98,14.0,41.0,feature neural neural learning feature training feature neural training analysis learning system
1626,Zara,34.0,Karachi,Data,Bachelors,8.0,148721.0,78.9,5.0,34.0,model prediction feature model neural prediction neural analysis feature feature
1627,Ahmed,34.0,Quetta,ML,Masters,11.0,121110.0,97.9,0.0,51.0,
1628,Hina,,Quetta,AI,Masters,1.0,153606.0,75.15,18.0,46.0,analysis neural model model data prediction training neural pipeline training neural neural
1629,Sara,43.0,Quetta,AI,PhD,2.0,54650.0,54.15,12.0,43.0,model feature neural prediction analysis system neural neural
1630,Ahmed,,Peshawar,Frontend,Bachelors,,68930.0,81.0,5.0,57.0,pipeline neural pipeline learning analysis analysis training learning model
1631,Usman,25.0,Quetta,Frontend,Masters,12.0,140400.0,,14.0,56.0,neural pipeline system model system pipeline prediction model data pipeline
1632,Omar,26.0,Islamabad,Frontend,Bachelors,0.0,51801.0,92.8,15.0,51.0,analysis feature learning model feature analysis
1633,Sara,33.0,Peshawar,AI,Masters,3.0,91360.0,,,39.0,training pipeline system pipeline pipeline model analysis training model analysis
1634,Fatima,29.0,Lahore,ML,Bachelors,4.0,127908.0,59.64,9.0,32.0,feature neural prediction learning data analysis training feature analysis pipeline
1635,Ayesha,42.0,Quetta,Backend,Masters,12.0,72334.0,59.56,8.0,33.0,neural prediction learning learning model system
1636,Sara,35.0,Quetta,Frontend,,5.0,53288.0,,8.0,35.0,learning neural prediction analysis prediction learning system feature learning learning
1637,Usman,,Lahore,ML,PhD,4.0,,63.28,16.0,53.0,pipeline system data prediction neural feature learning
1638,Bilal,44.0,Quetta,Data,,0.0,,88.36,16.0,54.0,feature feature model learning feature
1639,Ayesha,27.0,Lahore,Frontend,,2.0,101715.0,60.29,16.0,51.0,neural prediction model system model
1640,Ali,40.0,Peshawar,Backend,,0.0,50737.0,,11.0,45.0,feature prediction data prediction learning system
1641,Hina,22.0,Islamabad,Data,Bachelors,10.0,105140.0,73.27,,36.0,
1642,Ali,27.0,Lahore,Data,Masters,4.0,45147.0,,11.0,,analysis model training feature analysis feature prediction learning
1643,Sara,26.0,Karachi,Backend,Bachelors,4.0,,96.59,13.0,59.0,prediction model data analysis feature
1644,Ali,37.0,Lahore,Frontend,Masters,11.0,92224.0,60.34,,50.0,pipeline learning pipeline learning training prediction neural analysis neural feature
1645,Usman,22.0,Quetta,AI,Bachelors,,59643.0,67.91,18.0,59.0,learning learning learning feature feature analysis model system learning data
1646,Fatima,23.0,Peshawar,Backend,Masters,12.0,78967.0,,,57.0,pipeline training data neural prediction neural training training training
1647,Omar,25.0,Peshawar,Backend,Bachelors,5.0,143535.0,75.5,3.0,54.0,
1648,Hina,25.0,Lahore,Backend,Masters,7.0,,73.03,,49.0,feature training learning system learning data
1649,Ali,21.0,Islamabad,Data,PhD,,74808.0,95.04,,55.0,learning training feature data feature analysis data feature pipeline neural neural
1650,Ali,28.0,Karachi,ML,Masters,11.0,98959.0,,14.0,40.0,
1651,Sara,32.0,Peshawar,AI,Bachelors,,172921.0,69.18,14.0,51.0,pipeline prediction system pipeline learning pipeline model model feature feature feature data
1652,Omar,44.0,Quetta,Frontend,PhD,3.0,,74.59,5.0,,neural data system training analysis prediction model neural prediction system system system
1653,Ahmed,24.0,Quetta,Frontend,Masters,9.0,152255.0,94.81,2.0,30.0,
1654,Ali,33.0,Islamabad,ML,PhD,10.0,126322.0,90.34,5.0,34.0,neural training analysis system neural prediction pipeline system prediction system model model
1655,Usman,,,Backend,Masters,0.0,,50.18,15.0,,
1656,Bilal,35.0,,AI,PhD,8.0,41132.0,66.0,1.0,50.0,data system model pipeline training learning learning analysis
1657,Hina,,Quetta,Frontend,Bachelors,10.0,103668.0,71.09,6.0,43.0,neural training analysis prediction data
1658,Ali,30.0,Islamabad,Frontend,Masters,6.0,148835.0,61.49,10.0,38.0,analysis prediction system system analysis training learning pipeline system analysis feature system
1659,Usman,23.0,Peshawar,Backend,Masters,6.0,113169.0,59.98,6.0,46.0,system neural neural training feature training analysis data model
1660,Usman,42.0,Peshawar,ML,Bachelors,11.0,140417.0,51.89,3.0,44.0,training pipeline prediction feature analysis analysis data analysis analysis neural system
1661,Hina,34.0,,AI,PhD,4.0,41044.0,82.17,19.0,50.0,
1662,Ahmed,36.0,Peshawar,ML,Bachelors,6.0,64363.0,63.13,,36.0,data analysis pipeline analysis training pipeline analysis learning neural pipeline training
1663,Usman,30.0,Peshawar,ML,Bachelors,11.0,86694.0,,3.0,56.0,data pipeline training training prediction prediction feature model data neural data feature
1664,Bilal,30.0,,AI,PhD,14.0,172654.0,61.55,,51.0,training neural training prediction pipeline training data data learning
1665,Usman,32.0,Islamabad,AI,Bachelors,1.0,61301.0,90.1,4.0,51.0,neural learning learning data training neural analysis neural
1666,Usman,29.0,Peshawar,Frontend,Masters,13.0,114329.0,92.57,18.0,41.0,data data model feature data
1667,Usman,21.0,Karachi,Frontend,Masters,12.0,,74.15,4.0,52.0,pipeline model feature feature model training system
1668,Fatima,25.0,Karachi,AI,Masters,3.0,102224.0,70.8,18.0,,training prediction neural system pipeline model prediction feature learning
1669,Fatima,40.0,,Data,Bachelors,,135419.0,98.89,2.0,,
1670,Ahmed,28.0,Lahore,Frontend,Masters,13.0,160050.0,60.03,,45.0,neural model analysis feature system training feature training feature
1671,Ali,31.0,Lahore,Data,Masters,6.0,95856.0,,6.0,55.0,data learning data data neural training model analysis pipeline learning analysis
1672,Usman,32.0,Lahore,AI,Masters,2.0,95809.0,64.59,16.0,,
1673,Omar,21.0,Karachi,Frontend,Masters,1.0,62259.0,58.64,,38.0,pipeline feature data analysis system
1674,Ali,42.0,,ML,,9.0,60655.0,68.97,8.0,,prediction pipeline analysis data neural model prediction prediction prediction system
1675,Ahmed,40.0,Quetta,AI,Masters,1.0,61602.0,95.54,9.0,37.0,data training learning neural system training pipeline feature
1676,Zara,31.0,Peshawar,Backend,Bachelors,12.0,125945.0,80.77,12.0,43.0,training training prediction neural neural training feature training training
1677,Ali,25.0,Karachi,Data,,0.0,177145.0,70.6,,41.0,pipeline analysis system pipeline training feature neural
1678,Ali,35.0,,AI,Masters,,140846.0,96.72,4.0,39.0,feature pipeline learning neural pipeline
1679,Ayesha,25.0,Islamabad,AI,PhD,11.0,120818.0,52.42,2.0,59.0,neural pipeline system model learning
1680,Sara,32.0,Peshawar,Frontend,Bachelors,5.0,41537.0,60.51,7.0,49.0,training pipeline feature system neural feature data
1681,Ayesha,25.0,Karachi,Frontend,Bachelors,5.0,166545.0,78.29,19.0,49.0,feature learning neural learning training prediction training data prediction prediction
1682,Bilal,37.0,Lahore,Frontend,Bachelors,8.0,129743.0,80.78,9.0,,prediction prediction learning feature learning neural neural data
1683,Fatima,37.0,Lahore,Backend,Bachelors,3.0,126155.0,51.98,12.0,50.0,prediction learning analysis model analysis feature
1684,Fatima,44.0,Quetta,Frontend,Masters,0.0,,,2.0,42.0,training neural data data prediction training data feature system neural data data
1685,Sara,32.0,Quetta,AI,Masters,5.0,129846.0,82.46,7.0,58.0,feature learning learning feature model prediction data neural data
1686,Hina,44.0,Lahore,Frontend,PhD,14.0,70562.0,84.9,8.0,48.0,model neural training prediction system data system neural analysis model analysis model
1687,Hina,35.0,Islamabad,ML,PhD,4.0,68036.0,81.91,11.0,44.0,neural system pipeline pipeline training feature training model
1688,Ahmed,35.0,Islamabad,Frontend,Bachelors,9.0,114233.0,66.03,10.0,,system system system prediction analysis analysis data analysis prediction training learning
1689,Sara,26.0,Quetta,Backend,PhD,5.0,123049.0,54.68,1.0,,feature neural data system prediction neural prediction data system neural
1690,Ali,32.0,Peshawar,ML,,,108681.0,71.36,17.0,50.0,pipeline feature data system training system prediction feature learning
1691,Hina,40.0,Lahore,AI,Bachelors,1.0,67818.0,56.44,8.0,39.0,
1692,Usman,38.0,,AI,Bachelors,5.0,102532.0,97.38,,32.0,neural learning feature learning system data data training feature training analysis pipeline
1693,Omar,34.0,Quetta,Data,PhD,12.0,,73.76,1.0,50.0,analysis prediction analysis analysis neural model feature pipeline
1694,Ali,22.0,Lahore,ML,Masters,0.0,60104.0,65.86,2.0,32.0,model pipeline pipeline system analysis prediction training learning model training
1695,Bilal,29.0,Lahore,Data,PhD,6.0,164336.0,88.32,15.0,,
1696,Usman,,Islamabad,ML,PhD,6.0,167904.0,74.9,18.0,34.0,training training data feature feature analysis pipeline model
1697,Usman,,Peshawar,ML,Masters,9.0,109603.0,65.5,3.0,45.0,learning prediction training model training learning feature data feature
1698,Sara,21.0,Peshawar,Backend,Masters,12.0,142499.0,90.6,17.0,46.0,
1699,Ahmed,43.0,Lahore,Data,Bachelors,6.0,99025.0,93.36,19.0,35.0,training analysis neural training neural analysis
1700,Bilal,,Karachi,Backend,Bachelors,,72317.0,83.65,17.0,55.0,model neural system learning pipeline model analysis prediction pipeline pipeline feature
1701,Hina,26.0,Quetta,ML,PhD,11.0,145585.0,52.35,9.0,49.0,analysis pipeline model neural model training system prediction pipeline system data neural
1702,Sara,25.0,Quetta,AI,Masters,10.0,88270.0,78.32,10.0,49.0,analysis prediction analysis analysis neural
1703,Hina,41.0,Lahore,ML,Bachelors,9.0,159415.0,88.16,16.0,,
1704,Sara,25.0,Karachi,Backend,,,120206.0,,,53.0,system feature feature neural training system prediction training data
1705,Sara,21.0,Islamabad,Data,Masters,14.0,109468.0,61.43,,31.0,feature pipeline training learning analysis model
1706,Sara,,,Data,PhD,3.0,63723.0,,19.0,49.0,model pipeline neural neural pipeline feature
1707,Ahmed,39.0,Lahore,Backend,,12.0,100646.0,51.01,12.0,44.0,system training pipeline pipeline prediction pipeline training model learning learning training pipeline
1708,Sara,34.0,Quetta,Data,,6.0,40074.0,87.64,,47.0,training data pipeline pipeline neural pipeline feature learning
1709,Zara,32.0,Lahore,Frontend,Masters,10.0,66498.0,73.69,1.0,30.0,feature learning neural learning prediction feature neural neural model
1710,Omar,30.0,Lahore,AI,PhD,8.0,136881.0,,13.0,55.0,analysis data analysis training model model pipeline feature prediction training feature analysis
1711,Hina,40.0,Lahore,AI,Masters,4.0,,50.35,3.0,,model system analysis feature prediction prediction training data model
1712,Ali,41.0,Quetta,AI,Bachelors,12.0,,90.97,16.0,58.0,neural system model training neural
1713,Ayesha,38.0,,Data,Bachelors,1.0,,67.99,12.0,48.0,learning pipeline pipeline neural neural learning feature neural neural analysis analysis pipeline
1714,Bilal,44.0,Islamabad,Data,PhD,6.0,,77.04,3.0,,
1715,Fatima,31.0,Lahore,ML,PhD,9.0,,,,37.0,pipeline learning learning pipeline learning neural
1716,Ahmed,22.0,Quetta,ML,PhD,0.0,71673.0,85.13,11.0,35.0,
1717,Ali,,Islamabad,AI,Masters,6.0,,97.8,7.0,41.0,learning data data system system model training data
